Date;Model;Model_Short;Framework;Network;Resolution;Dataset;Custom_Parameters;Hardware;Hardware_Optimization;DetectionBoxes_Precision/mAP;DetectionBoxes_Precision/mAP@.50IOU;DetectionBoxes_Precision/mAP@.75IOU;DetectionBoxes_Precision/mAP (small);DetectionBoxes_Precision/mAP (medium);DetectionBoxes_Precision/mAP (large);DetectionBoxes_Recall/AR@1;DetectionBoxes_Recall/AR@10;DetectionBoxes_Recall/AR@100;DetectionBoxes_Recall/AR@100 (small);DetectionBoxes_Recall/AR@100 (medium);DetectionBoxes_Recall/AR@100 (large)
2021-03-09 10:32:35;tf2oda_ssdmobilenetv2_576x256_pedestrian;tf2oda_ssdmobilenetv2_576x256_pedestrian;tf2oda;ssdmobilenetv2;576x256;pedestrian;;RTX2060AcerPred300;None;0.4389768321654032;0.8327919963626315;0.40837306348860875;0.0493803105134451;0.44232943040246714;0.4581936785569584;0.04756114412049191;0.38495232831283677;0.5299018930496062;0.055855855855855854;0.5327645530510499;0.6278688524590164
