Date;Model;Model_Short;Framework;Network;Resolution;Dataset;Custom_Parameters;Hardware;Hardware_Optimization;DetectionBoxes_Precision/mAP;DetectionBoxes_Precision/mAP@.50IOU;DetectionBoxes_Precision/mAP@.75IOU;DetectionBoxes_Precision/mAP (small);DetectionBoxes_Precision/mAP (medium);DetectionBoxes_Precision/mAP (large);DetectionBoxes_Recall/AR@1;DetectionBoxes_Recall/AR@10;DetectionBoxes_Recall/AR@100;DetectionBoxes_Recall/AR@100 (small);DetectionBoxes_Recall/AR@100 (medium);DetectionBoxes_Recall/AR@100 (large)
2021-03-19 13:09:53;tf2oda_efficientdet_512x384_pedestrian_D0_LR02;tf2oda_efficientdet_512x384_pedestrian_D0_LR02;tf2oda;efficientdet;[512, 384];pedestrian;['D0', 'LR02'];Xavier;;0.435393990053244;0.8526507504125302;0.3881095982232183;0.039466257597659586;0.4416885456120268;0.27710485798931084;0.04810004145364102;0.3761365206577311;0.5179770623186404;0.06216216216216215;0.5218453760269643;0.4918032786885246
